Ticker            , Description                                                                     , Dernier        , Variation % , Variation     , Haut           , Bas            , Volume           , Évaluation , Marché
XHVBTC            , Haven Protocol / Bitcoin                                                        , 0.00017145     , 0.85294118  , 0.00000145    , 0.00017145     , 0.00017        , 13.12823132      , Acheter    , BITTREX
XHVUSD            , Haven Protocol / US Dollar (calculated by TradingView)                          , 8.9582625      , -0.01033386 , -0.00092583   , 8.96520794     , 8.8825         , 14.22318701      , Fort achat , BITTREX
XHVUSDT           , Haven Protocol / Tether                                                         , 8.9            , 0.27039207  , 0.024         , 8.9            , 8.898          , 470.47599996     , Acheter    , KUCOIN
XLMAUD            , XLM / AUD                                                                       , 0.65916        , -0.22553546 , -0.00149      , 0.65916        , 0.65916        , 14.94571         , Acheter    , KRAKEN
XLMBCH            , Stellar / Bitcoin Cash                                                          , 0.00069771     , -0.04441133 , -3.1e-7       , 0.00069771     , 0.00069771     , 9.8              , Vendre     , HITBTC
XLMBEARUSDT       , 3X Short Stellar Token / Tether USD                                             , 8              , 0           , 0             , 8              , 8              , 0.37347086       , Vendre     , POLONIEX
XLMBNB            , Stellar / Binance Coin                                                          , 0.003046       , 0           , 0             , 0.003046       , 0.003046       , 3676             , Acheter    , BINANCE
XLMBTC            , Lumen / Bitcoin                                                                 , 0.00000967     , -0.10330579 , -1e-8         , 0.00000967     , 0.00000967     , 548.7360596      , Vendre     , BITTREX
XLMBTC            , Stellar / Bitcoin                                                               , 0.00000967     , 0           , 0             , 0.00000967     , 0.00000967     , 158.2            , Vendre     , HITBTC
XLMBTC            , XLM/BTC                                                                         , 0.00000967     , 0           , 0             , 0.00000968     , 0.00000967     , 1175             , Vendre     , COINBASE
XLMBTC            , Stellar / Bitcoin                                                               , 0.00000967     , 0           , 0             , 0.00000967     , 0.00000967     , 14.64            , Vendre     , HUOBI
XLMBTC            , Stellar Lumens / Bitcoin                                                        , 0.00000967     , 0.31120332  , 3e-8          , 0.00000967     , 0.00000967     , 245.49179516     , Neutre     , BITSTAMP
XLMBTC            , Stellar / Bitcoin                                                               , 0.00000967     , 0           , 0             , 0.00000968     , 0.00000966     , 44463            , Vendre     , BINANCE
XLMBTC            , XLM / Bitcoin                                                                   , 0.00000967     , 0           , 0             , 0.00000967     , 0.00000967     , 35.10675158      , Vendre     , BITFINEX
XLMBTC            , Stellar / Bitcoin                                                               , 0.00000967     , 0           , 0             , 0.00000967     , 0.00000967     , 0.00089          , Vendre     , KUCOIN
XLMBULLUSDT       , 3X Long Stellar Token / Tether USD                                              , 3901.62700326  , -0.22523248 , -8.80756892   , 3901.62700326  , 3901.62700326  , 0.00029467       , Acheter    , POLONIEX
XLMBUSD           , Stellar / BUSD                                                                  , 0.50571        , 0           , 0             , 0.50571        , 0.50571        , 397.4            , Acheter    , BINANCE
XLMDOWNUSDT       , XLMDOWN / TetherUS                                                              , 0.01035        , 0.0967118   , 0.00001       , 0.01035        , 0.01034        , 4353.73          , Fort achat , BINANCE
XLMETH            , XLM / Ethereum                                                                  , 0.00026675     , 0.00374897  , 1e-8          , 0.00026675     , 0.00026675     , 77.90995789      , Vendre     , BITFINEX
XLMETH            , Stellar / Ethereum                                                              , 0.00026536     , -0.00376832 , -1e-8         , 0.00026575     , 0.00026536     , 0.08888902       , Neutre     , KUCOIN
XLMETH            , Stellar / Ethereum                                                              , 0.000265       , 0           , 0             , 0.000265       , 0.000265       , 63.1994          , Vendre     , HUOBI
XLMETH            , Lumen / Ethereum                                                                , 0.00026583     , 0.12429379  , 3.3e-7        , 0.00026583     , 0.00026579     , 143.88149286     , Neutre     , BITTREX
XLMETH            , Stellar / Ethereum                                                              , 0.00026544     , -0.16173318 , -4.3e-7       , 0.00026595     , 0.00026544     , 104.6            , Acheter    , HITBTC
XLMETH            , Stellar / Ethereum                                                              , 0.00026575     , 0.25275389  , 6.7e-7        , 0.00026599     , 0.00026575     , 171              , Acheter    , BINANCE
XLMEUR            , Stellar / Euro                                                                  , 0.41999        , -0.00238095 , -0.00001      , 0.41999        , 0.41997        , 3131             , Acheter    , BINANCE
XLMEUR            , XLM/EUR                                                                         , 0.419369       , -0.13977655 , -0.000587     , 0.419372       , 0.419369       , 24575            , Vendre     , COINBASE
XLMEUR            , Stellar Lumens / Euro                                                           , 0.41695        , -0.08866098 , -0.00037      , 0.41695        , 0.41695        , 1150             , Vendre     , BITSTAMP
XLMEUR            , Lumen / Euro                                                                    , 0.41465        , -2.55910138 , -0.01089      , 0.41465        , 0.41465        , 170.333698       , Neutre     , BITTREX
XLMEUR            , XLM / EUR                                                                       , 0.419288       , -0.39671416 , -0.00167      , 0.419288       , 0.419288       , 122.12698753     , Vendre     , KRAKEN
XLMF0USTF0        , XLMF0 / USTF0                                                                   , 0.50574        , 0.04945696  , 0.00025       , 0.50574        , 0.50574        , 0.00257149       , Vendre     , BITFINEX
XLMGBP            , Stellar Lumens / British Pound                                                  , 0.36467        , -0.5373118  , -0.00197      , 0.36467        , 0.36467        , 10234.76854607   , Fort achat , BITSTAMP
XLMGBP            , XLM / GBP                                                                       , 0.36641        , -0.46452244 , -0.00171      , 0.36641        , 0.36641        , 64.96262         , Acheter    , KRAKEN
XLMHUSD           , Stellar / HUSD                                                                  , 0.505449       , -0.00158273 , -0.000008     , 0.505677       , 0.505449       , 116.269          , Vendre     , HUOBI
XLMKRW            , XLM / South Korean Won                                                          , 556.9          , -0.10762332 , -0.6          , 556.9          , 556.9          , 3.2              , Forte vente, BITHUMB
XLMPERP           , XLM Perpetual Swap Contract                                                     , 0.506557       , 0.0084894   , 0.000043      , 0.506557       , 0.506557       , 4                , Vendre     , HUOBI
XLMTHB            , Stellar                                                                         , 15.37          , 0           , 0             , 15.37          , 15.37          , 64.89915419      , Acheter    , BITKUB
XLMTRY            , Stellar / Turkish Lira                                                          , 3.514          , -0.22714367 , -0.008        , 3.516          , 3.514          , 285.93           , Vendre     , BINANCE
XLMUPUSDT         , XLMUP / TetherUS                                                                , 28.901         , 0.11431343  , 0.033         , 28.901         , 28.868         , 4.26             , Acheter    , BINANCE
XLMUSD            , Stellar / US Dollar (calculated by TradingView)                                 , 0.50499625     , -0.01033386 , -0.00005219   , 0.50538778     , 0.50499625     , 159.29495569     , Forte vente, HITBTC
XLMUSD            , XLM/USD                                                                         , 0.505658       , 0.00019776  , 0.000001      , 0.505736       , 0.5055         , 45176            , Vendre     , COINBASE
XLMUSD            , Stellar / US Dollar (calculated by TradingView)                                 , 0.5052575      , -0.01033386 , -0.00005222   , 0.50617214     , 0.504735       , 44464.09495569   , Vendre     , BINANCE
XLMUSD            , Stellar Lumens / U.S. dollar                                                    , 0.50534        , -0.04153892 , -0.00021      , 0.50534        , 0.50534        , 1130.99          , Vendre     , BITSTAMP
XLMUSD            , Lumen / US Dollar                                                               , 0.50582696     , -0.05043449 , -0.00025524   , 0.50582696     , 0.50582696     , 294.02860819     , Neutre     , BITTREX
XLMUSD            , XLM / Dollar                                                                    , 0.50564        , -0.02174988 , -0.00011      , 0.50564        , 0.50564        , 47.64838019      , Neutre     , BITFINEX
XLMUSD            , XLM / USD                                                                       , 0.505601       , 0.00019778  , 0.000001      , 0.505681       , 0.505601       , 321.20000001     , Vendre     , KRAKEN
XLMUSDT           , Stellar / Tether                                                                , 0.504745       , -0.02574895 , -0.00013      , 0.504745       , 0.504745       , 11.4             , Vendre     , HITBTC
XLMUSDT           , Lumen / Tether                                                                  , 0.50535078     , 0.00323746  , 0.00001636    , 0.50535078     , 0.50510002     , 2762.67628805    , Vendre     , BITTREX
XLMUSDT           , Stellar / Tether                                                                , 0.505004       , 0.04615955  , 0.000233      , 0.505102       , 0.504985       , 907.85509259     , Vendre     , KUCOIN
XLMUSDT           , Stellar / Tether USD                                                            , 0.505032       , 0.0515084   , 0.00026       , 0.505164       , 0.504753       , 5613.34560309    , Vendre     , HUOBI
XLMUSDT           , Stellar / TetherUS                                                              , 0.50501        , 0.00792126  , 0.00004       , 0.50515        , 0.50497        , 75301.4          , Vendre     , BINANCE
XLMUSDTPERP       , Stellar / TetherUS PERPETUAL FUTURES                                            , 0.50677        , 0.01578875  , 0.00008       , 0.50699        , 0.50659        , 34132            , Forte vente, BINANCE
XLMUST            , XLM / UST                                                                       , 0.50586        , 0.05142405  , 0.00026       , 0.50596        , 0.50586        , 71.39501342      , Acheter    , BITFINEX
XLMXBT            , XLM / XBT                                                                       , 0.00000968     , 0           , 0             , 0.00000968     , 0.00000968     , 6798.07675527    , Neutre     , KRAKEN
XMCBTC            , Monero-Classic / Bitcoin                                                        , 0.00001048     , 8.48861284  , 8.2e-7        , 0.00001048     , 0.00001041     , 180              , Acheter    , HITBTC
XMCETH            , Monero-Classic / Ethereum                                                       , 0.0002273      , -12.57692308, -0.0000327    , 0.0002273      , 0.0002273      , 189.04           , Vendre     , HITBTC
XMCUSD            , Monero-Classic / US Dollar (calculated by TradingView)                          , 0.54758        , -0.01033386 , -0.00005659   , 0.54800454     , 0.5439225      , 181.09495569     , Neutre     , HITBTC
XMCUSDT           , Monero-Classic / Tether                                                         , 0.51899        , 0.26854714  , 0.00139       , 0.51899        , 0.51899        , 4.01             , Acheter    , HITBTC
XMRBCH            , Monero / Bitcoin Cash                                                           , 0.370357       , 0           , 0             , 0.370357       , 0.370357       , 0.015            , Fort achat , HITBTC
XMRBNB            , Monero / Binance Coin                                                           , 1.612          , 0.24875622  , 0.004         , 1.612          , 1.609          , 2.45             , Acheter    , BINANCE
XMRBTC            , Monero / Bitcoin                                                                , 0.005114       , 0.07827789  , 0.000004      , 0.005114       , 0.005114       , 0.103            , Vendre     , HITBTC
XMRBTC            , Monero / Bitcoin                                                                , 0.005114       , -0.07815553 , -0.000004     , 0.005116       , 0.005114       , 0.426            , Vendre     , BINANCE
XMRBTC            , Monero / Bitcoin                                                                , 0.00422        , 0           , 0             , 0.00422        , 0.00422        , 0                , Neutre     , BITTREX
XMRBTC            , Monero / Bitcoin                                                                , 0.005114       , 0           , 0             , 0.005114       , 0.005114       , 0.0348           , Vendre     , HUOBI
XMRBTC            , Monero / Bitcoin                                                                , 0.0051185      , 0.37455387  , 0.0000191     , 0.0051185      , 0.0051185      , 0.02383211       , Vendre     , BITFINEX
XMRBTC            , Monero / Bitcoin                                                                , 0.00510236     , -0.32701061 , -0.00001674   , 0.00510236     , 0.00510236     , 2.01220996       , Vendre     , POLONIEX
XMRBTC            , Monero / Bitcoin                                                                , 0.005131       , -0.05843397 , -0.000003     , 0.005131       , 0.005131       , 0.00259988       , Neutre     , KUCOIN
XMRBUSD           , Monero / BUSD                                                                   , 267.17         , 0.01871818  , 0.05          , 267.31         , 267.17         , 2.73798          , Forte vente, BINANCE
XMRDAI            , Monero / Dai                                                                    , 270.5          , 1.31086142  , 3.5           , 270.5          , 270.5          , 0.156            , Acheter    , HITBTC
XMREOS            , Monero / EOS                                                                    , 55.6649        , 0.71558584  , 0.3955        , 55.6649        , 55.6649        , 0.008            , Acheter    , HITBTC
XMRETH            , Monero / Ethereum                                                               , 0.14058        , 0.13533727  , 0.00019       , 0.14058        , 0.14055        , 0.241            , Neutre     , BINANCE
XMRETH            , Monero / Ethereum                                                               , 0.1421         , 0           , 0             , 0.1421         , 0.1421         , 0.00203203       , Neutre     , KUCOIN
XMRETH            , Monero / Ethereum                                                               , 0.13385619     , 0           , 0             , 0.13385619     , 0.13385619     , 0                , Neutre     , BITTREX
XMRETH            , Monero / Ethereum                                                               , 0.140738       , 0.29074325  , 0.000408      , 0.140738       , 0.14053        , 0.416            , Acheter    , HITBTC
XMRETH            , Monero / Ethereum                                                               , 0.140383       , -0.171379   , -0.000241     , 0.140383       , 0.140383       , 0.2012           , Neutre     , HUOBI
XMREUR            , XMR / EUR                                                                       , 221.91         , 0.0270453   , 0.06          , 221.91         , 221.91         , 2.25316569       , Vendre     , KRAKEN
XMREURS           , Monero / STASIS EURS Token                                                      , 225.8441       , 0           , 0             , 225.8441       , 225.8441       , 0.002            , Fort achat , HITBTC
XMRIDR            , Monero / Indonesian Rupiah (calculated by TradingView)                          , 3743967.1      , 0.07117438  , 2662.85       , 3743967.1      , 3743967.1      , 3.87223845       , Vendre     , BITFINEX
XMRINR            , Monero / Indian Rupee (calculated by TradingView)                               , 19430.16076    , 0.07117438  , 13.81946      , 19430.16076    , 19430.16076    , 2.87223845       , Vendre     , BITFINEX
XMRMYR            , Monero / Malaysian Ringgit (calculated by TradingView)                          , 1076.84134     , 0.07117438  , 0.76589       , 1076.84134     , 1076.84134     , 2.87223845       , Vendre     , BITFINEX
XMRPERP           , XMR Perpetual Swap Contract                                                     , 268.1          , -0.00745935 , -0.02         , 268.1          , 268.1          , 2                , Vendre     , HUOBI
XMRTHB            , Monero / Thai Baht (calculated by TradingView)                                  , 8013.66572     , -0.01999733 , -1.60284      , 8015.26856     , 8013.66572     , 4.87223845       , Vendre     , BITFINEX
XMRTRY            , Monero / Turkish Lira (calculated by TradingView)                               , 1860.910597    , -0.07373203 , -1.3730996    , 1862.339796    , 1860.910597    , 10.87223845      , Vendre     , BITFINEX
XMRTUSD           , Monero / TrueUSD                                                                , 274.1946       , 1.49574057  , 4.0408        , 274.1946       , 272.9591       , 0.0065           , Acheter    , HITBTC
XMRUSD            , Monero / US Dollar (calculated by TradingView)                                  , 267.2065       , 0.06793594  , 0.181406      , 267.41366814   , 267.2065       , 1.19795569       , Vendre     , HITBTC
XMRUSD            , XMR / USD                                                                       , 267.06         , -0.20179372 , -0.54         , 267.06         , 267.06         , 0.072            , Forte vente, KRAKEN
XMRUSD            , Monero / Dollar                                                                 , 267.14         , 0.07117438  , 0.19          , 267.14         , 267.14         , 1.87223845       , Vendre     , BITFINEX
XMRUSD            , Monero / US Dollar (calculated by TradingView)                                  , 266.59831      , -0.01033386 , -0.02755274   , 266.8050066    , 266.59831      , 3.10716565       , Vendre     , POLONIEX
XMRUSD            , Monero / US Dollar (calculated by TradingView)                                  , 220.495        , -0.01033386 , -0.022788     , 220.6659522    , 220.495        , 1.09495569       , Vendre     , BITTREX
XMRUSD            , Monero / US Dollar (calculated by TradingView)                                  , 267.2065       , -0.10580089 , -0.28300628   , 267.51824916   , 267.2065       , 1.52095569       , Vendre     , BINANCE
XMRUSDC           , Monero / USD Coin                                                               , 265.42418078   , -0.75826219 , -2.02798868   , 265.91895276   , 265.42418078   , 2.75664796       , Vendre     , POLONIEX
XMRUSDT           , Monero / Tether                                                                 , 267.1916       , -0.01908378 , -0.051        , 267.1916       , 267.1916       , 0.004            , Vendre     , HITBTC
XMRUSDT           , Monero / TetherUS                                                               , 267.1          , 0           , 0             , 267.1          , 267            , 5.76386          , Vendre     , BINANCE
XMRUSDT           , Monero / Tether USD                                                             , 267.21         , 0.01122839  , 0.03          , 267.31         , 267.21         , 0.18550975       , Vendre     , HUOBI
XMRUSDT           , Monero / Tether                                                                 , 155.73169891   , 0           , 0             , 155.73169891   , 155.73169891   , 0                , Neutre     , BITTREX
XMRUSDT           , Monero / Tether USD                                                             , 267.56197001   , 0.23725695  , 0.6333068     , 267.56197001   , 267.56197001   , 6.55077761       , Acheter    , POLONIEX
XMRUSDTPERP       , Monero / TetherUS PERPETUAL FUTURES                                             , 268.56         , 0.02607173  , 0.07          , 268.68         , 268.43         , 15.315           , Vendre     , BINANCE
XMRUST            , Monero / UST                                                                    , 267.25         , 0.10113117  , 0.27          , 267.25         , 267.25         , 0.00102386       , Vendre     , BITFINEX
XMRXBT            , XMR / XBT                                                                       , 0.005111       , 0           , 0             , 0.005111       , 0.00511        , 7.56150953       , Vendre     , KRAKEN
XMXBTC            , XMAX / Bitcoin                                                                  , 1e-8           , -0.76923077 , 0             , 1e-8           , 1e-8           , 60446            , Neutre     , HUOBI
XMXETH            , XMAX / Ethereum                                                                 , 3.5e-7         , -0.34188034 , 0             , 3.5e-7         , 3.5e-7         , 1427596.21       , Forte vente, HUOBI
XMXUSDT           , XMAX / Tether USD                                                               , 0.000672       , 0           , 0             , 0.000672       , 0.000672       , 11111            , Acheter    , HUOBI
XMYBTC            , Myriad / Bitcoin                                                                , 1.7e-7         , 0           , 0             , 1.7e-7         , 1.7e-7         , 5108.5153        , Acheter    , BITTREX
XMYUSD            , Myriad / US Dollar (calculated by TradingView)                                  , 0.0088825      , -0.01033386 , -9.2e-7       , 0.00888939     , 0.0088825      , 5109.61025569    , Acheter    , BITTREX
XNOKRW            , XNO / South Korean Won                                                          , 183.8          , -0.05437738 , -0.1          , 183.8          , 183.8          , 680.1157         , Acheter    , BITHUMB
XNSBTC            , Insolar / Bitcoin                                                               , 3e-8           , -25         , -1e-8         , 3e-8           , 3e-8           , 10000            , Forte vente, HITBTC
XNSBTC            , Insolar / Bitcoin                                                               , 4e-8           , 0           , 0             , 4e-8           , 4e-8           , 0.0022459        , Fort achat , KUCOIN
XNSUSD            , Insolar / US Dollar (calculated by TradingView)                                 , 0.0015675      , -25.0077504 , -0.00052272   , 0.00156872     , 0.0015675      , 10001.09495569   , Forte vente, HITBTC
XNSUSDT           , Insolar / Tether                                                                , 0.0017         , -5.55555556 , -0.0001       , 0.0017         , 0.0017         , 49.04352933      , Vendre     , KUCOIN
XNSUSDT           , Insolar / Tether                                                                , 0.0018         , 5.88235294  , 0.0001        , 0.0018         , 0.0018         , 6038             , Vendre     , HITBTC
XPNTBTC           , pToken / Bitcoin                                                                , 0.00003        , -20.4534005 , -0.00000771   , 0.00003786     , 0.00003        , 364.2            , Vendre     , HITBTC
XPNTETH           , pToken / Ethereum                                                               , 0.00054389     , -32.94166965, -0.00026718   , 0.00054389     , 0.00054389     , 10               , Vendre     , HITBTC
XPNTUSD           , pToken / US Dollar (calculated by TradingView)                                  , 1.56755225     , -0.01033386 , -0.00016201   , 1.97956184     , 1.56755225     , 365.29495569     , Vendre     , HITBTC
XPNTUSDT          , pToken / Tether                                                                 , 1.640776       , -33.83967742, -0.839224     , 1.640781       , 1.640776       , 17.1             , Neutre     , HITBTC
XPRBTC            , Proton mainnet / Bitcoin                                                        , 1.1e-7         , -0.61674009 , 0             , 1.1e-7         , 1.1e-7         , 1                , Forte vente, HITBTC
XPRKRW            , XPR / South Korean Won                                                          , 6.75           , -0.08880995 , -0.006        , 6.756          , 6.75           , 117146.36592999  , Acheter    , BITHUMB
XPRUSD            , Proton mainnet / US Dollar (calculated by TradingView)                          , 0.0058938      , -0.62701022 , -0.00003719   , 0.00589837     , 0.0058938      , 2.09495569       , Forte vente, HITBTC
XPRUSDT           , Proton mainnet / Tether                                                         , 0.0058969      , 0           , 0             , 0.0058969      , 0.0058969      , 378              , Acheter    , HITBTC
XRABTC            , Xriba / Bitcoin (calculated by TradingView)                                     , 3.5e-7         , -0.01913326 , 0             , 3.5e-7         , 3.5e-7         , 1766.94236045    , Vendre     , BITFINEX
XRAUSD            , Xriba / Dollar                                                                  , 0.018073       , 2.32123648  , 0.00041       , 0.018073       , 0.018073       , 1766.66528181    , Vendre     , BITFINEX
XRCBTC            , Bitcoin Rhodium / Bitcoin                                                       , 0.0000607      , -0.16447368 , -1e-7         , 0.0000607      , 0.0000607      , 0.26             , Vendre     , HITBTC
XRCUSD            , Bitcoin Rhodium / US Dollar (calculated by TradingView)                         , 3.171575       , -0.01033386 , -0.00032778   , 3.17403396     , 3.171575       , 1.35495569       , Neutre     , HITBTC
XRP19G2021        , XRPUSD Futures Contract (February 2021)                                         , 0.5483         , 0.07300602  , 0.0004        , 0.5483         , 0.5483         , 2                , Neutre     , HUOBI
XRP25M2021        , XRPUSD Futures Contract (June 2021)                                             , 0.5685         , 0.05279831  , 0.0003        , 0.5685         , 0.5684         , 54               , Neutre     , HUOBI
XRP26G2021        , XRPUSD Futures Contract (February 2021)                                         , 0.5522         , 0.01811266  , 0.0001        , 0.5522         , 0.5522         , 60               , Neutre     , HUOBI
XRP26H2021        , XRPUSD Futures Contract (March 2021)                                            , 0.559          , 0.08952551  , 0.0005        , 0.559          , 0.5586         , 1402             , Neutre     , HUOBI
XRP3LUSDT         , XRP3L / Tether USD                                                              , 1.7136         , 0.28676772  , 0.0049        , 1.7167         , 1.7109         , 2543.37215386    , Vendre     , HUOBI
XRP3SUSDT         , XRP3S / Tether USD                                                              , 0.00001413     , -0.21186441 , -3e-8         , 0.00001414     , 0.00001413     , 4144907.1433     , Acheter    , HUOBI
XRPAUD            , XRP / AUD                                                                       , 0.70668        , 0.23829787  , 0.00168       , 0.70668        , 0.70668        , 1803.5           , Neutre     , BINANCE
XRPAUD            , XRP / AUD                                                                       , 0.70559        , 0           , 0             , 0.70559        , 0.70559        , 834.17982285     , Acheter    , KRAKEN
XRPBCH            , Ripple / Bitcoin Cash                                                           , 0.00075868     , 0.1148045   , 8.7e-7        , 0.00075868     , 0.00075868     , 32.7             , Neutre     , HITBTC
XRPBEARUSDT       , 3X Short XRP Token / Tether USD                                                 , 0.00282        , 0.17797577  , 0.00000501    , 0.00282        , 0.00282        , 89323            , Vendre     , POLONIEX
XRPBNB            , XRP / Binance Coin                                                              , 0.0033         , 0.30395137  , 0.00001       , 0.0033         , 0.0033         , 176.5            , Acheter    , BINANCE
XRPBRL            , XRP / Brazilian Real                                                            , 3.01917        , -0.0142403  , -0.00043      , 3.01917        , 3.01081        , 178.29084712     , Acheter    , MERCADO
XRPBRL            , XRP / BRL                                                                       , 2.997          , -0.16655563 , -0.005        , 2.997          , 2.997          , 6.27             , Acheter    , BINANCE
XRPBTC            , XRP / Bitcoin                                                                   , 0.00001049     , 0.09541985  , 1e-8          , 0.00001049     , 0.00001049     , 2000             , Acheter    , BITFINEX
XRPBTC            , Ripple / Bitcoin                                                                , 0.00001048     , 0.08597631  , 1e-8          , 0.00001048     , 0.00001047     , 786.3            , Neutre     , HITBTC
XRPBTC            , XRP / Bitcoin                                                                   , 0.0000105      , 0.38240918  , 4e-8          , 0.0000105      , 0.00001049     , 152.34466815     , Fort achat , BITSO
XRPBTC            , XRP / Bitcoin                                                                   , 0.00001048     , 0           , 0             , 0.00001048     , 0.00001048     , 11.97385412      , Acheter    , POLONIEX
XRPBTC            , Ripple / Bitcoin                                                                , 0.00001048     , 0.01909672  , 0             , 0.00001048     , 0.00001047     , 10313.13         , Neutre     , HUOBI
XRPBTC            , XRP / Bitcoin                                                                   , 0.00001048     , 0.19120459  , 2e-8          , 0.00001048     , 0.00001047     , 25981            , Acheter    , BINANCE
XRPBTC            , XRP / Bitcoin                                                                   , 0.00001047     , 0.09560229  , 1e-8          , 0.00001047     , 0.00001047     , 4376.716635      , Neutre     , BITSTAMP
XRPBTC            , XRP / Bitcoin                                                                   , 0.00001048     , -0.09532888 , -1e-8         , 0.00001048     , 0.00001048     , 0.00090709       , Neutre     , KUCOIN
XRPBTC            , XRP / Bitcoin                                                                   , 0.00001046     , 0           , 0             , 0.00001046     , 0.00001046     , 653.421206       , Vendre     , BITTREX
XRPBULLUSDT       , 3X Long XRP Token / Tether USD                                                  , 1.37744422     , -2.50460696 , -0.03538584   , 1.38737        , 1.37744422     , 195.09525025     , Forte vente, POLONIEX
XRPBUSD           , XRP / BUSD                                                                      , 0.54693        , -0.05482156 , -0.0003       , 0.54769        , 0.54693        , 6627.6           , Vendre     , BINANCE
XRPCAD            , XRP / CAD                                                                       , 0.69769        , -0.04870851 , -0.00034      , 0.69769        , 0.69768        , 3258.30529988    , Acheter    , KRAKEN
XRPCHF            , XRP / CHF                                                                       , 0.48846        , -0.83439917 , -0.00411      , 0.48846        , 0.48846        , 192.45324        , Acheter    , BITPANDAPRO
XRPDAI            , Ripple / Dai                                                                    , 0.535          , -1.12550592 , -0.00609      , 0.535          , 0.535          , 186.8            , Acheter    , HITBTC
XRPDOWNUSDT       , XRPDOWN / TetherUS                                                              , 0.002052       , 0.09756098  , 0.000002      , 0.002052       , 0.002052       , 7309.94          , Acheter    , BINANCE
XRPEOS            , Ripple / EOS                                                                    , 0.111353       , -0.02424134 , -0.000027     , 0.111353       , 0.111353       , 12592.8          , Acheter    , HITBTC
XRPETH            , XRP / ETH                                                                       , 0.0002873      , -0.10431154 , -3e-7         , 0.0002873      , 0.0002873      , 448.01119        , Vendre     , KRAKEN
XRPETH            , Ripple / Ethereum                                                               , 0.00028596     , -0.44215437 , -0.00000127   , 0.00028633     , 0.00028596     , 83.7             , Forte vente, HITBTC
XRPETH            , XRP / Ethereum                                                                  , 0.00028768     , 0.05216847  , 1.5e-7        , 0.00028768     , 0.00028768     , 2317.48426398    , Vendre     , BITTREX
XRPETH            , XRP / Ethereum                                                                  , 0.000288       , 0.13908206  , 4e-7          , 0.000288       , 0.0002879      , 0.01929187       , Acheter    , KUCOIN
XRPETH            , XRP / Ethereum                                                                  , 0.00028754     , -0.02433851 , -7e-8         , 0.00028754     , 0.00028754     , 2485             , Acheter    , BINANCE
XRPEUR            , XRP / EUR                                                                       , 0.45371        , -0.12987013 , -0.00059      , 0.45401        , 0.45371        , 11038            , Vendre     , KRAKEN
XRPEUR            , XRP / Euro                                                                      , 0.45438        , 0.04183271  , 0.00019       , 0.45465        , 0.45437        , 16370.2          , Vendre     , BINANCE
XRPEUR            , XRP / EUR                                                                       , 0.45441        , -0.04179498 , -0.00019      , 0.45441        , 0.45441        , 454.41           , Acheter    , BITPANDAPRO
XRPEUR            , XRP / Euro                                                                      , 0.45829        , 3.1325247   , 0.01392       , 0.45829        , 0.45829        , 5.09884276       , Acheter    , BITTREX
XRPEUR            , XRP / Euro                                                                      , 0.45164        , -0.11500354 , -0.00052      , 0.45164        , 0.45136        , 3824.80858178    , Vendre     , BITSTAMP
XRPEURS           , Ripple / STASIS EURS Token                                                      , 0.45           , 0           , 0             , 0.45           , 0.45           , 74.5             , Acheter    , HITBTC
XRPGBP            , XRP / British Pound                                                             , 0.39505        , 0.27413255  , 0.00108       , 0.39505        , 0.39505        , 2275.89464624    , Fort achat , BITSTAMP
XRPGBP            , XRP / GBP                                                                       , 0.39618        , 0           , 0             , 0.39618        , 0.39618        , 62.3             , Neutre     , BINANCE
XRPGBP            , XRP / GBP                                                                       , 0.39738        , 0.32061801  , 0.00127       , 0.39738        , 0.39738        , 500.08308        , Fort achat , KRAKEN
XRPH2021          , XRP Futures Contract (March 2021)                                               , 0.5602         , -0.03568879 , -0.0002       , 0.5602         , 0.5602         , 1                , Vendre     , BINANCE
XRPHT             , Ripple / Huobi Token                                                            , 0.038817       , -0.01545476 , -0.000006     , 0.038817       , 0.038817       , 2274.0629        , Acheter    , HUOBI
XRPHUSD           , Ripple / HUSD                                                                   , 0.5472         , 0           , 0             , 0.5473         , 0.5472         , 135.43           , Vendre     , HUOBI
XRPIDR            , XRP / Indonesian Rupiah (calculated by TradingView)                             , 7676.71625     , 0.11880826  , 9.10975       , 7677.417       , 7667.6065      , 3554.26895458    , Neutre     , BITFINEX
XRPINR            , XRP / Indian Rupee (calculated by TradingView)                                  , 39.8400485     , 0.11880826  , 0.0472771     , 39.8436852     , 39.7927714     , 3553.26895458    , Neutre     , BITFINEX
XRPJPY            , XRP / JPY                                                                       , 58.219         , 0.9432163   , 0.544         , 58.219         , 58.219         , 100              , Acheter    , KRAKEN
XRPKCS            , XRP / KuCoin Token                                                              , 0.21318        , -0.01407063 , -0.00003      , 0.21318        , 0.21318        , 4.231154         , Vendre     , KUCOIN
XRPKRW            , XRP / South Korean Won                                                          , 601.8          , 0           , 0             , 601.8          , 601.8          , 4.441129         , Vendre     , KORBIT
XRPKRW            , XRP / South Korean Won                                                          , 603.4          , 0.0165755   , 0.1           , 603.4          , 603.2          , 7727.0032816     , Neutre     , BITHUMB
XRPM2021          , XRP Futures Contract (June 2021)                                                , 0.5753         , 0.01738526  , 0.0001        , 0.5753         , 0.5753         , 25               , Neutre     , BINANCE
XRPMXN            , XRP / Mexican Peso                                                              , 11.0383        , -0.62747569 , -0.0697       , 11.1071        , 11.0383        , 513.50487526     , Vendre     , BITSO
